Order ID,Order Date,Supplier,Product,Category,Warehouse,City,Quantity Ordered,Quantity Received,Unit Cost (INR),Expected Delivery Days,Actual Delivery Days,Stock Level,Reorder Level,Order Status,Pending Quantity,Delivery Variance,Order Value (INR),Inventory Status
ORD00485,01-11-2025,Apex Logistics,Wiper Blades,Automotive,WH-Central-04,Delhi,256,256,2273.29,3,3,20,90,Delivered,0,0,581962.24,Reorder Needed
ORD00486,13-10-2025,Apex Logistics,Shampoo Bottle,FMCG,WH-South-02,Chennai,250,250,647.55,7,7,150,94,Delivered,0,0,161887.5,Optimal
ORD00487,10-11-2025,TCI Express,Tablet,Electronics,WH-South-02,Ahmedabad,449,449,12054.51,4,8,299,139,Delivered,0,4,5412474.99,Overstocked
ORD00488,23-12-2025,Om Logistics,Brake Pads,Automotive,WH-West-03,Pune,255,0,502.14,10,10,128,51,In Transit,255,0,128045.7,Overstocked
ORD00489,15-06-2025,Nexus Global,Hoodie,Apparel,WH-North-01,Delhi,386,386,1181.39,8,7,261,89,Delivered,0,-1,456016.54,Overstocked
ORD00490,10-11-2025,TCI Express,Running Shoes,Apparel,WH-West-03,Mumbai,418,418,666.14,8,8,91,58,Delivered,0,0,278446.52,Optimal
ORD00491,29-01-2026,Zenith Supply,Smartwatch,Electronics,WH-East-01,Ahmedabad,172,0,11724.41,4,4,318,40,Cancelled,172,0,2016598.52,Overstocked
ORD00492,27-01-2026,Delhivery Direct,Mixer Grinder,Home & Kitchen,WH-West-03,Ahmedabad,303,303,4595.04,12,15,243,115,Delivered,0,3,1392297.12,Overstocked
ORD00493,21-08-2025,Nexus Global,Olive Oil,FMCG,WH-Central-04,Lucknow,28,28,455.89,11,11,106,111,Delivered,0,0,12764.92,Reorder Needed
ORD00494,26-01-2025,Apex Logistics,Denim Jeans,Apparel,WH-East-01,Mumbai,99,99,1929.58,13,13,25,51,Delivered,0,0,191028.42,Reorder Needed
ORD00495,25-02-2025,BlueDart Suppliers,Protein Powder,FMCG,WH-East-01,Lucknow,363,363,1014.39,12,16,296,98,Delivered,0,4,368223.57,Overstocked
ORD00496,04-07-2025,Zenith Supply,Smartphone,Electronics,WH-East-01,Pune,484,178,7566.18,4,6,241,77,Partially Delivered,306,2,3662031.12,Overstocked
ORD00497,10-03-2025,Zenith Supply,Tablet,Electronics,WH-East-01,Jaipur,236,236,10014.06,14,14,292,53,Delivered,0,0,2363318.16,Overstocked
ORD00498,09-01-2026,Delhivery Direct,Engine Oil,Automotive,WH-Central-04,Chennai,243,243,2896.26,8,8,181,119,Delivered,0,0,703791.18,Optimal
ORD00499,08-03-2025,Delhivery Direct,Wiper Blades,Automotive,WH-Central-04,Ahmedabad,277,277,3712.72,12,12,0,64,Delivered,0,0,1028423.44,Out of Stock
ORD00500,02-03-2025,Nexus Global,Smartwatch,Electronics,WH-South-02,Lucknow,237,237,8155.89,8,9,108,121,Delivered,0,1,1932945.93,Reorder Needed
ORD00501,06-01-2025,Zenith Supply,Hoodie,Apparel,WH-East-01,Delhi,182,68,905.53,11,12,170,127,Partially Delivered,114,1,164806.46,Optimal
ORD00502,24-06-2025,Apex Logistics,Almond Pack,FMCG,WH-South-02,Hyderabad,194,0,1192.28,13,16,18,142,In Transit,194,3,231302.32,Reorder Needed
ORD00503,27-11-2025,BlueDart Suppliers,Running Shoes,Apparel,WH-West-03,Jaipur,483,297,969.95,9,7,161,112,Partially Delivered,186,-2,468485.85,Optimal
ORD00504,12-10-2025,Mahindra Logistics,Engine Oil,Automotive,WH-Central-04,Pune,434,0,4156.36,8,7,15,75,Cancelled,434,-1,1803860.24,Reorder Needed
ORD00505,23-06-2025,TCI Express,Almond Pack,FMCG,WH-South-02,Lucknow,335,178,636.96,12,11,161,130,Partially Delivered,157,-1,213381.6,Optimal
ORD00506,30-12-2025,Om Logistics,Wireless Headphones,Electronics,WH-North-01,Ahmedabad,474,474,5192.39,10,10,89,78,Delivered,0,0,2461192.86,Optimal
ORD00507,27-02-2025,Mahindra Logistics,Mixer Grinder,Home & Kitchen,WH-North-01,Ahmedabad,284,284,917.19,10,14,247,83,Delivered,0,4,260481.96,Overstocked
ORD00508,11-01-2026,FastTrack Corp,Car Battery,Automotive,WH-South-02,Delhi,445,445,4427.32,11,11,235,44,Delivered,0,0,1970157.4,Overstocked
ORD00509,18-07-2025,Apex Logistics,Engine Oil,Automotive,WH-East-01,Mumbai,376,376,3877.31,4,5,52,45,Delivered,0,1,1457868.56,Optimal
ORD00510,24-09-2025,Zenith Supply,Mixer Grinder,Home & Kitchen,WH-South-02,Pune,127,127,1704.96,7,11,60,96,Delivered,0,4,216529.92,Reorder Needed
ORD00511,20-05-2025,Zenith Supply,Denim Jeans,Apparel,WH-North-01,Mumbai,343,343,1385.31,4,4,163,110,Delivered,0,0,475161.33,Optimal
ORD00512,19-05-2025,Zenith Supply,Hoodie,Apparel,WH-Central-04,Hyderabad,112,112,481.8,12,13,66,46,Delivered,0,1,53961.6,Optimal
ORD00513,15-01-2025,Apex Logistics,Almond Pack,FMCG,WH-North-01,Kolkata,52,52,257.65,9,9,303,154,Delivered,0,0,13397.8,Optimal
ORD00514,19-11-2025,FastTrack Corp,Shampoo Bottle,FMCG,WH-East-01,Pune,443,443,397.68,13,17,238,158,Delivered,0,4,176172.24,Optimal
ORD00515,18-10-2025,Delhivery Direct,Cotton T-Shirt,Apparel,WH-North-01,Ahmedabad,183,183,1616.28,14,17,73,68,Delivered,0,3,295779.24,Optimal
ORD00516,12-11-2025,Om Logistics,Cookware Set,Home & Kitchen,WH-South-02,Pune,428,428,4845.72,8,11,243,48,Delivered,0,3,2073968.16,Overstocked
ORD00517,27-02-2025,Delhivery Direct,Water Purifier,Home & Kitchen,WH-South-02,Chennai,418,418,2438.49,12,12,54,91,Delivered,0,0,1019288.82,Reorder Needed
ORD00518,16-06-2025,Nexus Global,Air Filter,Automotive,WH-East-01,Jaipur,261,261,2043.35,9,9,81,110,Delivered,0,0,533314.35,Reorder Needed
ORD00519,04-09-2025,FastTrack Corp,Organic Tea,FMCG,WH-South-02,Lucknow,245,245,1130.39,9,10,88,70,Delivered,0,1,276945.55,Optimal
ORD00520,06-12-2025,Delhivery Direct,Tablet,Electronics,WH-North-01,Lucknow,330,144,8976.86,11,10,207,79,Partially Delivered,186,-1,2962363.8,Overstocked
ORD00521,05-02-2025,Om Logistics,Engine Oil,Automotive,WH-East-01,Ahmedabad,355,254,3106.68,4,4,0,155,Partially Delivered,101,0,1102871.4,Out of Stock
ORD00522,23-01-2026,BlueDart Suppliers,Hoodie,Apparel,WH-West-03,Jaipur,174,174,1071.47,12,15,162,127,Delivered,0,3,186435.78,Optimal
ORD00523,03-06-2025,Zenith Supply,Air Filter,Automotive,WH-West-03,Pune,70,70,2789.18,12,16,150,56,Delivered,0,4,195242.6,Overstocked
ORD00524,01-02-2025,Apex Logistics,Induction Cooktop,Home & Kitchen,WH-North-01,Jaipur,445,193,5399.87,4,4,302,95,Partially Delivered,252,0,2402942.15,Overstocked
ORD00525,21-07-2025,Om Logistics,Electric Kettle,Home & Kitchen,WH-West-03,Kolkata,247,247,3362.06,13,13,284,64,Delivered,0,0,830428.82,Overstocked
ORD00526,16-07-2025,BlueDart Suppliers,Water Purifier,Home & Kitchen,WH-East-01,Bengaluru,93,93,854.53,13,11,249,153,Delivered,0,-2,79471.29,Optimal
ORD00527,03-12-2025,Nexus Global,Protein Powder,FMCG,WH-South-02,Kolkata,465,465,720.04,14,16,260,98,Delivered,0,2,334818.6,Overstocked
ORD00528,06-08-2025,Om Logistics,LED Headlights,Automotive,WH-East-01,Hyderabad,120,66,2141.56,3,6,256,131,Partially Delivered,54,3,256987.2,Optimal
ORD00529,18-05-2025,FastTrack Corp,Shampoo Bottle,FMCG,WH-North-01,Mumbai,315,315,754.09,8,7,40,128,Delivered,0,-1,237538.35,Reorder Needed
ORD00530,14-03-2025,Delhivery Direct,Car Battery,Automotive,WH-Central-04,Delhi,292,292,4048.65,4,4,39,134,Delivered,0,0,1182205.8,Reorder Needed
ORD00531,17-12-2025,Zenith Supply,Wiper Blades,Automotive,WH-Central-04,Mumbai,487,487,1808.54,3,6,240,155,Delivered,0,3,880758.98,Optimal
ORD00532,21-10-2025,FastTrack Corp,Water Purifier,Home & Kitchen,WH-East-01,Chennai,110,69,966.03,12,12,31,73,Partially Delivered,41,0,106263.3,Reorder Needed
ORD00533,19-11-2025,BlueDart Suppliers,Shampoo Bottle,FMCG,WH-Central-04,Mumbai,361,361,1387.96,14,12,64,50,Delivered,0,-2,501053.56,Optimal
ORD00534,16-09-2025,Zenith Supply,Wireless Headphones,Electronics,WH-South-02,Lucknow,168,127,5823.65,7,5,302,62,Partially Delivered,41,-2,978373.2,Overstocked
ORD00535,14-01-2026,Delhivery Direct,Hoodie,Apparel,WH-East-01,Bengaluru,158,158,1797.68,6,9,16,107,Delivered,0,3,284033.44,Reorder Needed
ORD00536,25-06-2025,BlueDart Suppliers,Laptop,Electronics,WH-West-03,Kolkata,419,167,7637.21,13,16,295,66,Partially Delivered,252,3,3199990.99,Overstocked
ORD00537,11-01-2026,Zenith Supply,Mixer Grinder,Home & Kitchen,WH-North-01,Mumbai,110,110,2980.87,10,10,272,136,Delivered,0,0,327895.7,Optimal
ORD00538,30-04-2025,Om Logistics,Almond Pack,FMCG,WH-West-03,Chennai,99,99,813.05,9,7,229,142,Delivered,0,-2,80491.95,Optimal
ORD00539,15-07-2025,Apex Logistics,Induction Cooktop,Home & Kitchen,WH-North-01,Jaipur,351,351,2462.99,9,9,50,74,Delivered,0,0,864509.49,Reorder Needed
ORD00540,11-05-2025,Delhivery Direct,LED Headlights,Automotive,WH-South-02,Lucknow,419,419,1199.2,8,8,4,41,Delivered,0,0,502464.8,Reorder Needed
ORD00541,04-02-2025,Nexus Global,Smartwatch,Electronics,WH-Central-04,Delhi,375,375,8691.83,6,6,12,44,Delivered,0,0,3259436.25,Reorder Needed
ORD00542,14-11-2025,Mahindra Logistics,Smartphone,Electronics,WH-Central-04,Delhi,387,387,17290.96,4,4,289,137,Delivered,0,0,6691601.52,Overstocked
ORD00543,16-02-2026,BlueDart Suppliers,Cotton T-Shirt,Apparel,WH-East-01,Chennai,264,0,1571.88,4,7,218,75,In Transit,264,3,414976.32,Overstocked
ORD00544,21-12-2025,BlueDart Suppliers,Cookware Set,Home & Kitchen,WH-North-01,Chennai,422,0,1093.22,9,10,135,73,Cancelled,422,1,461338.84,Optimal
ORD00545,02-04-2025,Delhivery Direct,Organic Tea,FMCG,WH-South-02,Lucknow,226,226,373.05,10,9,220,138,Delivered,0,-1,84309.3,Optimal
ORD00546,22-04-2025,Nexus Global,Air Filter,Automotive,WH-West-03,Chennai,77,24,542.93,4,4,254,154,Partially Delivered,53,0,41805.61,Optimal
ORD00547,18-03-2025,Om Logistics,Smartphone,Electronics,WH-East-01,Bengaluru,383,383,6741.16,9,7,251,160,Delivered,0,-2,2581864.28,Optimal
ORD00548,02-09-2025,Nexus Global,Olive Oil,FMCG,WH-Central-04,Hyderabad,26,26,630.53,14,17,183,108,Delivered,0,3,16393.78,Optimal
ORD00549,20-06-2025,Apex Logistics,Water Purifier,Home & Kitchen,WH-North-01,Pune,298,163,4810.71,8,7,103,122,Partially Delivered,135,-1,1433591.58,Reorder Needed
ORD00550,01-04-2025,Om Logistics,Engine Oil,Automotive,WH-South-02,Chennai,381,381,1999.43,4,5,224,153,Delivered,0,1,761782.83,Optimal
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,4,,,,,,,,,,
